advertised_date,number_of_bedrooms,rent,floor_area,level,suburb,furnished,tenancy_preference,number_of_bathrooms,point_of_contact,secondary_address,building_number,street_name,street_suffix,prefix,first_name,last_name,gender,phone_number,email
2022-05-16,3,581.0,1265,1 out of 3,Melbourne,Semi-Furnished,Bachelors/Family,2,Contact Owner,Suite 107 ,1,Smith Arcade,Artery,Mr.,Steven,Hernandez,m,0396744322,thomas65@example.com
2022-05-24,3,571.0,1060,3 out of 4,Melbourne,Semi-Furnished,Bachelors/Family,2,Contact Owner,34/,9,Jennifer Glade,Triangle,Mrs.,Stephanie,Blake,f,(07) 2500 6668,alexanderrobert@example.com
2022-05-16,2,574.0,1050,1 out of 2,Melbourne,Semi-Furnished,Bachelors/Family,2,Contact Owner,07/,683,Eric Bridge,Underpass,,Martin,Shepherd,u,(03)-5285-2200,yspence@example.net
2022-06-10,3,590.0,1500,2 out of 4,Melbourne,Unfurnished,Bachelors,3,Contact Agent,Unit 50 ,0,Price Range,Part,Mr.,Christopher,Rodriguez,m,+61.473.005.378,nicolegarza@example.org
2022-05-12,2,572.0,890,1 out of 2,Melbourne,Unfurnished,Bachelors,2,Contact Owner,Level 3 ,2,Richard Freeway,Approach,Mrs.,Susan,Wise,f,2781-1143,llittle@example.net
2022-05-10,2,567.0,700,1 out of 2,Melbourne,Unfurnished,Bachelors/Family,3,Contact Owner,Unit 85 ,00,Roger Park,Strand,,Virginia,Mcmillan,u,(02) 9286 2787,reillymichael@example.net
2022-05-20,1,571.0,700,1 out of 2,Melbourne,Semi-Furnished,Bachelors/Family,1,Contact Owner,Flat 61 ,785,Boyle Firetrail,Parklands,,Christopher,Hunter,u,02.7408.8928,kaguilar@example.com
2022-06-09,2,578.0,800,Ground out of 2,Melbourne,Semi-Furnished,Bachelors,2,Contact Agent,Level 0 ,8,Dana Crossroad,Formation,Dr.,Douglas,Burton,m,+61 473 013 310,tmoore@example.com
2022-06-04,2,573.0,909,5 out of 14,Melbourne,Semi-Furnished,Bachelors/Family,2,Contact Owner,Apt. 069 ,960,Steven Driveway,Way,Mrs.,Jodi,Green,f,0494-315-768,edouglas@example.com
2022-06-25,4,606.0,2400,Ground out of 2,Melbourne,Unfurnished,Bachelors,3,Contact Agent,Level 2 ,2,Henson Villas,Steps,Mr.,Matthew,Schroeder,m,07 9373 6734,hoffmankristine@example.org
2022-06-25,4,645.0,3800,Ground out of 1,Melbourne,Semi-Furnished,Bachelors/Family,4,Contact Agent,774/,789,Young Triangle,Lower,Dr.,Jose,Hernandez,m,+61-3-7305-4077,thomascohen@example.com
2022-05-16,2,574.0,400,1 out of 3,Melbourne,Unfurnished,Bachelors/Family,2,Contact Owner,4/,625,Brittany Break,Extension,,Tammy,Williams,u,+61-2-5626-2988,cassandrakennedy@example.org
2022-05-06,2,566.0,886,2 out of 3,Melbourne,Unfurnished,Family,2,Contact Owner,Level 0 ,123,Benjamin Frontage,Loop,Dr.,Kimberly,Morgan,f,+61.2.0807.1967,ghernandez@example.org
2022-05-25,3,590.0,1570,4 out of 5,Melbourne,Semi-Furnished,Bachelors/Family,3,Contact Owner,Unit 47 ,509,Tracie Circle,Outlook,,Robert,Obrien,u,4192 0998,jason05@example.net
2022-05-20,2,574.0,900,1 out of 2,Melbourne,Unfurnished,Bachelors/Family,2,Contact Owner,Unit 13 ,04,Melanie Highroad,Brae,Mr.,Tyler,Cole,m,+61 435 735 965,bcase@example.net
2022-05-16,1,562.0,400,Ground out of 2,Melbourne,Unfurnished,Bachelors/Family,1,Contact Owner,Level 4 ,4,Jasmine Motorway,Parklands,,Anthony,Gunn-Boyce,u,(08)53624805,andrew77@example.org
2022-05-16,2,588.0,1600,Ground out of 2,Melbourne,Semi-Furnished,Bachelors/Family,2,Contact Owner,8/,13,Tamara Court,Place,Mrs.,Angela,Walsh,f,(08) 9028 8156,gyoung@example.net
2022-05-16,2,573.0,1000,2 out of 3,Melbourne,Unfurnished,Bachelors/Family,2,Contact Owner,Unit 77 ,5,Troy State Highway,Stairs,,Michelle,Wilson,u,(02)31230157,leblancjessica@example.com
2022-05-12,2,581.0,850,Ground out of 4,Melbourne,Semi-Furnished,Bachelors/Family,2,Contact Owner,Suite 806 ,3,Irwin Distributor,Retreat,,Benjamin,Larson,u,8592 7608,ijones@example.net
2022-06-06,2,571.0,750,Ground out of 3,Melbourne,Unfurnished,Bachelors/Family,2,Contact Owner,0/,06,Ryan Strip,Steps,,Megan,Ross,u,03 5437 9287,aunderwood@example.com
2022-06-14,2,577.0,750,1 out of 2,Melbourne,Unfurnished,Bachelors/Family,2,Contact Owner,Flat 21 ,845,Samantha Path,Tollway,,Adam,Hoffman,u,(08).6497.9788,lori21@example.com
2022-06-14,3,651.0,2000,3 out of 4,Melbourne,Semi-Furnished,Bachelors/Family,3,Contact Owner,Suite 878 ,123,Jo Riviera,Alleyway,,Allison,Ryan,u,(08).5571.7350,gerald20@example.net
2022-05-20,3,580.0,1270,1 out of 2,Melbourne,Semi-Furnished,Bachelors,2,Contact Owner,Level 8 ,86,Matthew Riverway,Fire Track,,Patrick,Sweeney,u,0762750536,wmorales@example.org
2022-05-16,2,574.0,1000,Ground out of 2,Melbourne,Unfurnished,Family,2,Contact Owner,072/,3,Nichole Drive,Nook,,James,Jones,u,+61768180752,hallbarbara@example.org
2022-06-22,2,569.0,800,5 out of 6,Melbourne,Semi-Furnished,Bachelors/Family,2,Contact Owner,Suite 282 ,0,Tucker Triangle,Byway,Mrs.,Jade,Fisher,f,4081.6711,jesusjohnson@example.net
2022-06-17,3,597.0,1535,1 out of 2,Melbourne,Unfurnished,Bachelors/Family,3,Contact Agent,Level 8 ,865,Gloria Square,Ronde,Mr.,Regan,Rush,m,0466-989-591,tapiasusan@example.org
2022-05-14,2,585.0,850,1 out of 2,Melbourne,Furnished,Bachelors/Family,2,Contact Owner,Unit 70 ,94,James Cul-de-sac,Driveway,,Jamie,Rice,u,+61 3 7564 5979,ashley86@example.net
2022-05-20,2,568.0,1100,1 out of 3,Perth,Unfurnished,Bachelors/Family,2,Contact Owner,Flat 01 ,9,Davidson Green,Road,,Jennifer,Tucker,u,+61 2 6757 0187,john00@example.com
2022-05-12,2,571.0,647,2 out of 3,Perth,Unfurnished,Bachelors/Family,1,Contact Owner,Apt. 218 ,7,Troy Square,Circus,,Stephanie,Simmons,u,08.4538.3394,swhite@example.org
2022-06-21,3,617.0,1798,7 out of 14,Perth,Semi-Furnished,Bachelors/Family,3,Contact Agent,Flat 60 ,86,Tammy Broadway,Cutting,Mr.,David,Johnson,m,0401-593-273,brownoscar@example.com
2022-05-12,2,573.0,930,5 out of 5,Perth,Semi-Furnished,Bachelors/Family,2,Contact Owner,25/,10,Riley Tollway,Pocket,Dr.,Hunar,Swaminathan,m,(02).6131.8235,cassandrafranklin@example.com
2022-05-30,1,564.0,150,Ground out of 2,Perth,Unfurnished,Bachelors/Family,1,Contact Owner,708/,01,Combs Brow,Subway,Mrs.,Crystal,Harris-Harrison,f,(02).2968.5903,amedina@example.org
2022-04-30,2,572.0,1200,3 out of 4,Perth,Semi-Furnished,Bachelors/Family,2,Contact Owner,28/,534,Davis Beach,Boulevard,Mrs.,Crystal,Cooper,f,9527-6041,dave90@example.org
2022-06-11,2,569.0,1250,2 out of 3,Perth,Unfurnished,Bachelors/Family,2,Contact Owner,Suite 826 ,184,Justin Corner,Access,Dr.,Mary,Moore,f,0400 095 588,cbrooks@example.net
2022-06-10,2,567.0,900,3 out of 4,Perth,Semi-Furnished,Bachelors/Family,2,Contact Owner,Flat 22 ,15,Jasmine Parklands,Grove,Mrs.,Rebecca,Robinson,f,+61388774789,laura82@example.net
2022-05-14,1,565.0,500,2 out of 3,Perth,Semi-Furnished,Bachelors/Family,1,Contact Agent,Unit 92 ,39,Anna Subway,Trunkway,Mrs.,Misty,Lyons,f,0474-688-123,daisy62@example.org
2022-05-14,2,576.0,1100,2 out of 5,Perth,Furnished,Family,2,Contact Agent,0/,03,Angela Mount,Expressway,Dr.,Brian,Davies,m,1893.0204,vmarquez@example.com
2022-05-14,3,578.0,1500,4 out of 5,Perth,Semi-Furnished,Bachelors/Family,3,Contact Agent,Flat 90 ,12,Wyatt Crest,Ring,,Ramón,Edgardo,u,58699555,mark13@example.com
2022-06-10,1,566.0,500,1 out of 3,Perth,Unfurnished,Bachelors/Family,1,Contact Owner,Flat 41 ,69,Brown Bend,Brace,Mr.,Cameron,Kane,m,+61-7-4812-3460,imiller@example.net
2022-06-24,3,571.0,1300,1 out of 4,Perth,Furnished,Bachelors/Family,3,Contact Owner,4/,500,Hamilton Thoroughfare,Foreshore,Mrs.,Rosario,Martínez,f,6506-4862,julie23@example.net
2022-06-25,1,568.0,300,10 out of 31,Perth,Furnished,Bachelors/Family,1,Contact Owner,Apt. 657 ,74,Samuel Crest,Pass,Mr.,Mr.,Shawn,m,9133.6680,nwallace@example.net
2022-05-16,2,572.0,800,1 out of 3,Perth,Semi-Furnished,Bachelors/Family,2,Contact Owner,Apt. 121 ,1,Brown Pocket,Service Way,,Carol,Thompson,u,0464-656-548,brownwyatt@example.com
2022-05-17,3,583.0,1400,1 out of 6,Perth,Semi-Furnished,Bachelors/Family,2,Contact Owner,446/,4,Jones Trunkway,Square,Mr.,Terry,Morgan,m,5082-7450,eric38@example.net
2022-05-12,1,569.0,500,Ground out of 4,Perth,Furnished,Bachelors/Family,1,Contact Owner,2/,21,Paul Spur,Cross,Mr.,Jose,Dillon,m,02-9904-1254,pstevens@example.net
2022-05-12,2,569.0,750,3 out of 5,Perth,Unfurnished,Bachelors/Family,2,Contact Owner,Apt. 833 ,237,Walter Rue,Rest,Mrs.,Tina,Collins,f,60115394,christopherdavis@example.net
2022-05-12,3,581.0,1200,2 out of 4,Perth,Semi-Furnished,Bachelors/Family,3,Contact Owner,Suite 304 ,000,Kerr Circuit,Front,Mrs.,Jenna,Bonilla,f,+61-8-8069-2269,schmidtscott@example.org
2022-06-03,3,573.0,1350,3 out of 4,Perth,Semi-Furnished,Bachelors/Family,2,Contact Owner,7/,309,Parrish Crossway,Stairs,Mr.,Langalibalele,Jamile,m,+61-2-1001-5804,david62@example.org
2022-05-06,2,571.0,1400,Ground out of 4,Perth,Unfurnished,Bachelors/Family,2,Contact Owner,Unit 04 ,357,Gail Underpass,Block,,Sara,Mitchell,u,+61-421-336-898,daniel95@example.com
2022-06-22,1,569.0,450,3 out of 5,Perth,Unfurnished,Bachelors/Family,1,Contact Owner,Level 3 ,3,Werner Causeway,Concourse,Mrs.,Alexis,Myers,f,3607-1652,davidmorris@example.com
2022-06-22,3,594.0,2061,1 out of 6,Perth,Furnished,Bachelors/Family,3,Contact Owner,Unit 18 ,76,Kelly Brae,Byway,Dr.,Christopher,Johnson,m,3491-8205,randallleon@example.org
2022-06-26,2,567.0,1100,2 out of 2,Perth,Semi-Furnished,Bachelors/Family,2,Contact Owner,Suite 886 ,8,Murray Edge,Causeway,Ms.,Patricia,Lynch,f,(03)63757288,patriciawashington@example.org
2022-05-28,3,600.0,1650,5 out of 5,Perth,Semi-Furnished,Family,3,Contact Owner,28/,202,Drake Rotary,Crossway,Dr.,Nokulunga,Myeni,m,4586.9909,lcampbell@example.com
2022-06-10,2,567.0,1140,3 out of 4,Perth,Semi-Furnished,Bachelors/Family,2,Contact Owner,Suite 872 ,2,Monroe Bypass,Retreat,,Kenneth,Cole,u,+61 3 9436 6396,ebyrd@example.net
2022-05-06,2,567.0,990,Ground out of 1,Perth,Unfurnished,Bachelors,2,Contact Owner,1/,0,Johnson Approach,Loop,Mr.,Robert,Lopez,m,0429-928-365,jphelps@example.org
2022-05-06,3,632.0,1700,7 out of 17,Perth,Semi-Furnished,Bachelors/Family,3,Contact Owner,889/,3,Andrew Junction,Roadside,,Elizabeth,Wheeler,u,+61.494.708.939,mjohnson@example.org
2022-06-22,2,569.0,1200,2 out of 4,Perth,Unfurnished,Bachelors/Family,2,Contact Owner,352/,25,Alvarez Crest,Track,Mr.,Thomas,Sanchez,m,+61 484 683 820,gdiaz@example.org
2022-06-22,2,569.0,850,1 out of 3,Perth,Unfurnished,Bachelors/Family,2,Contact Owner,522/,07,Edward Top,Foreshore,,Jason,Simmons,u,6510-6059,ortizsheila@example.com
2022-06-22,2,569.0,900,2 out of 3,Perth,Unfurnished,Bachelors/Family,2,Contact Owner,Unit 70 ,300,Davis Mall,Dip,Ms.,Jessica,Walters,f,(02)-9860-5370,april63@example.org
2022-05-12,2,565.0,800,Ground out of 2,Perth,Semi-Furnished,Bachelors/Family,2,Contact Owner,25/,3,Michelle Service Way,Gully,,Amy,Mitchell,u,(03).6716.2577,ewalsh@example.net
2022-06-17,2,567.0,1000,1 out of 2,Perth,Unfurnished,Bachelors,2,Contact Owner,60/,60,Mendez Landing,Quay,Dr.,Christopher,Boyd,m,0432-830-951,igross@example.org
2022-06-19,2,565.0,1020,3 out of 4,Perth,Semi-Furnished,Bachelors/Family,2,Contact Owner,Flat 74 ,921,Gonzales Villas,Crest,Dr.,Mark,Herrera,m,0435-451-936,jenniferwilliams@example.org
2022-05-25,1,562.0,300,Ground out of 3,Perth,Unfurnished,Bachelors/Family,1,Contact Owner,Level 6 ,8,Kevin Rest,Sound,Dr.,Mallory,Weber,f,0422-230-124,sfitzgerald@example.net
2022-06-10,2,571.0,1800,Ground out of 2,Perth,Semi-Furnished,Bachelors/Family,2,Contact Owner,Unit 79 ,13,Ashley Drive,Riviera,Mr.,Nicholas,Lester,m,+61269249911,morrisabigail@example.com
2022-05-31,3,585.0,25,5 out of 6,Perth,Semi-Furnished,Bachelors/Family,3,Contact Owner,4/,580,Graham Run,Ridgeway,Dr.,Heather,Stevens,f,+61.2.2505.6047,warrendebra@example.com
2022-06-16,2,571.0,1050,1 out of 3,Perth,Semi-Furnished,Bachelors/Family,2,Contact Owner,781/,0,Mendoza Lees,Terrace,Mr.,Daniel,Lloyd,m,0721324006,darrenwiggins@example.org
2022-05-10,2,564.0,200,Ground out of 1,Perth,Unfurnished,Bachelors,2,Contact Owner,4/,4,Thompson Outlook,Byway,,Michael,Johnson,u,+61.3.5199.4269,kelsey45@example.net
2022-06-25,1,567.0,450,1 out of 4,Perth,Unfurnished,Bachelors/Family,1,Contact Owner,46/,92,Lopez Parkway,Parklands,Ms.,Savannah,Larson,f,1203 9846,aallen@example.org
2022-04-30,4,587.0,1000,15 out of 20,Perth,Semi-Furnished,Bachelors/Family,3,Contact Owner,056/,21,April Highroad,Retreat,Mrs.,Elizabeth,Manning,f,0114.2468,tjones@example.org
2022-05-25,2,590.0,1500,Ground out of 4,Perth,Semi-Furnished,Bachelors/Family,2,Contact Owner,Flat 41 ,16,Amy Spur,Promenade,Mr.,Jacob,Johnson,m,+61-438-092-817,robert77@example.net
2022-05-18,2,567.0,1800,1 out of 1,Perth,Furnished,Bachelors/Family,2,Contact Owner,Suite 331 ,402,Ray Lookout,Mall,Mr.,Nathan,Godfrey,m,+61-3-1267-1614,annaallen@example.net
2022-06-09,2,571.0,700,3 out of 3,Perth,Unfurnished,Bachelors/Family,2,Contact Owner,Flat 04 ,1,Daniel View,Colonnade,Mr.,Adam,Thomas,m,0488 310 207,martinezsteve@example.net
2022-05-06,2,574.0,1200,2 out of 3,Perth,Unfurnished,Bachelors,2,Contact Owner,Suite 621 ,91,Conrad Byway,Footway,Mr.,Daniel,Hunter,m,08-0515-2546,christopher74@example.net
2022-06-05,3,586.0,1600,3 out of 5,Perth,Semi-Furnished,Bachelors/Family,3,Contact Owner,69/,85,David Expressway,Ronde,Mr.,Phillip,Newman,m,0793413131,james49@example.net
2022-06-25,2,571.0,745,8 out of 9,Perth,Unfurnished,Bachelors/Family,2,Contact Owner,Apt. 974 ,049,Sandra Lower,Fairway,Mr.,Kiaan,Ravel,m,+61 8 6683 7205,richard03@example.net
2022-06-26,3,590.0,2210,4 out of 5,Perth,Semi-Furnished,Family,3,Contact Owner,Flat 49 ,780,Hall Parade,Circlet,,Ryan,Diaz,u,08-2571-9239,tracirichardson@example.com
2022-05-06,3,594.0,1450,9 out of 13,Perth,Semi-Furnished,Bachelors/Family,3,Contact Owner,Flat 30 ,948,Andrews Triangle,Top,Dr.,Mark,Baker,m,+61.476.206.912,yanderson@example.com
2022-05-29,3,581.0,1400,3 out of 4,Perth,Semi-Furnished,Family,3,Contact Owner,Flat 93 ,17,Walton Crossroad,Lane,Dr.,Charles,Pace,m,+61-471-498-451,qmurphy@example.org
2022-04-29,3,583.0,2000,Upper Basement out of 3,Perth,Furnished,Bachelors,3,Contact Owner,Suite 672 ,585,Anthony Riviera,Footway,Mrs.,Susan,Hoffman,f,+61.8.3039.6419,ericbrown@example.net
2022-06-10,4,587.0,1815,2 out of 5,Perth,Semi-Furnished,Bachelors/Family,3,Contact Owner,1/,84,Allen Port,Beach,Mrs.,Kimberly,Carpenter,f,03 1816 2177,amanda58@example.com
2022-04-30,2,585.0,1000,Upper Basement out of 3,Perth,Semi-Furnished,Bachelors/Family,1,Contact Owner,Apt. 303 ,99,Holloway Trail,Mews,,Karen,Johnston,u,0465-438-475,jenniferterry@example.org
2022-05-24,2,571.0,1000,3 out of 3,Perth,Unfurnished,Bachelors/Family,2,Contact Owner,190/,734,Delgado Dale,Reserve,Mr.,James,Richardson,m,7965.7924,ewingvicki@example.org
2022-05-12,2,578.0,1200,5 out of 6,Perth,Unfurnished,Bachelors/Family,3,Contact Owner,Suite 098 ,0,Donald Estate,Firetrail,Mr.,Matthew,Gonzales,m,+61.8.1024.2199,coxdiana@example.org
2022-06-02,3,626.0,2430,7 out of 9,Perth,Semi-Furnished,Bachelors,3,Contact Agent,6/,37,Robert Row,Subway,,Holly,Cline,u,+61.482.589.638,kristy24@example.net
2022-05-20,1,562.0,140,2 out of 3,Perth,Unfurnished,Bachelors/Family,1,Contact Owner,Apt. 881 ,061,Trevor Bypass,Footway,Miss,Faith,Douglas,f,+61 8 0330 9577,spenceemily@example.org
2022-05-20,2,567.0,1100,2 out of 4,Perth,Unfurnished,Bachelors/Family,3,Contact Owner,Level 4 ,01,Vanessa Vale,Spur,,Regina,Austin,u,(03)-5555-2883,thomaschristopher@example.org
2022-06-04,2,564.0,800,1 out of 3,Perth,Unfurnished,Bachelors,2,Contact Owner,81/,58,Nelson Point,Row,Mr.,Nhlanhla,Jamasijadu,m,02-4706-7230,zmacdonald@example.net
2022-06-02,3,591.0,1500,3 out of 5,Perth,Semi-Furnished,Bachelors/Family,3,Contact Owner,Unit 25 ,989,Everett Top,Piazza,Mrs.,Andrea,Gomez,f,02 6092 4208,upatterson@example.net
2022-06-14,2,574.0,1200,2 out of 5,Perth,Semi-Furnished,Bachelors/Family,2,Contact Owner,Apt. 368 ,056,Albert Way,Dip,,Joshua,Smith,u,+61 7 3663 6090,kallen@example.org
2022-05-23,5,613.0,2300,3 out of 5,Perth,Unfurnished,Bachelors,3,Contact Owner,Level 7 ,72,Paula Junction,Esplanade,Mr.,Lance,Nelson,m,+61 401 256 134,jennifer10@example.org
2022-06-22,1,571.0,1300,2 out of 4,Perth,Furnished,Bachelors/Family,2,Contact Owner,Flat 07 ,7,Brown Sound,Trail,,Dawn,Banks,u,4853 7523,rpalmer@example.com
2022-05-12,2,571.0,1000,3 out of 4,Perth,Semi-Furnished,Bachelors/Family,2,Contact Owner,Suite 879 ,620,Amanda Arcade,Garden,Mr.,Kathryn,Poole,m,02-5960-0696,zlloyd@example.com
2022-06-04,2,572.0,1210,4 out of 5,Perth,Unfurnished,Bachelors/Family,2,Contact Owner,Suite 181 ,8,Ralph Little,Street,,James,Randolph,u,+61.2.3915.7828,burgessangela@example.com
2022-05-16,2,567.0,1050,2 out of 3,Perth,Unfurnished,Bachelors/Family,2,Contact Owner,Level 9 ,19,Kennedy Crossway,Corner,Mr.,Andrew,Morrow,m,0417.463.391,matthew75@example.org
2022-04-30,1,560.0,300,3 out of 3,Perth,Unfurnished,Bachelors/Family,1,Contact Owner,Suite 547 ,534,Douglas Heights,Riverway,Dr.,Amanda,Wilson,f,1664-9812,ricardo04@example.com
2022-05-12,1,565.0,300,4 out of 4,Perth,Semi-Furnished,Bachelors/Family,1,Contact Owner,Level 3 ,9,Stephanie Freeway,Tarn,,Kelly,Collier,u,+61-2-1377-2355,duartejeremy@example.com
2022-06-24,2,572.0,1300,Ground out of 3,Perth,Semi-Furnished,Bachelors,2,Contact Owner,Level 2 ,9,Kristin Gully,Corso,,James,Reed,u,0420-079-671,laurabauer@example.com
2022-06-23,2,571.0,1100,3 out of 3,Perth,Unfurnished,Bachelors,2,Contact Owner,Flat 44 ,1,Kathleen Hill,Walkway,Mrs.,Janet,Hamilton,f,0485 767 197,wrightcarla@example.org
2022-06-17,1,563.0,500,5 out of 5,Perth,Unfurnished,Bachelors/Family,1,Contact Owner,176/,90,Shawn Riverway,Approach,Mr.,Keith,Evans,m,08-1409-5823,heather11@example.com
2022-04-30,2,564.0,800,2 out of 3,Perth,Unfurnished,Bachelors/Family,1,Contact Owner,Suite 581 ,13,Scott Port,Junction,Dr.,Michael,Bridges,m,+61 479 602 712,brandyproctor@example.org
2022-06-02,1,567.0,500,1 out of 5,Perth,Unfurnished,Bachelors/Family,1,Contact Owner,Unit 24 ,3,Casey Alley,Loop,Mrs.,Susan,Perez,f,(03)82121910,shawnhernandez@example.com
2022-05-16,3,576.0,1500,2 out of 3,Perth,Furnished,Family,3,Contact Owner,4/,37,Ruiz Crossing,Landing,,Angela,Allison,u,07-4104-9862,keith37@example.net
2022-05-06,1,569.0,650,1 out of 3,Perth,Semi-Furnished,Bachelors/Family,1,Contact Owner,Unit 77 ,972,Susan Entrance,Roadway,,William,Burns,u,+61378802557,johndavila@example.net
2022-06-26,2,567.0,1200,Ground out of 1,Perth,Unfurnished,Bachelors/Family,2,Contact Owner,Suite 415 ,1,Watson Part,Formation,Dr.,Ann,Maxwell,f,(02).1751.4462,younggina@example.org
2022-06-14,2,569.0,800,2 out of 3,Perth,Semi-Furnished,Bachelors/Family,2,Contact Owner,21/,796,Michelle Pass,Quad,,Cheryl,Young,u,0802396763,david98@example.org
2022-05-06,3,586.0,1200,1 out of 3,Perth,Semi-Furnished,Bachelors/Family,4,Contact Owner,315/,22,Michelle Bypass,Approach,,Danielle,Anderson,u,+61 481 229 683,petersenlouis@example.net
2022-05-06,2,571.0,1000,2 out of 3,Perth,Unfurnished,Bachelors/Family,1,Contact Owner,Flat 41 ,739,Carter Approach,Park,Dr.,Roger,Olson,m,(02) 4058 3478,mcleaneric@example.com
2022-06-25,2,568.0,1100,Ground out of 2,Perth,Unfurnished,Bachelors/Family,2,Contact Owner,96/,2,Cardenas Riverway,Ground,Mr.,Jesse,Bryant,m,(07)-5352-3068,patricia16@example.com
2022-06-16,2,583.0,1000,2 out of 2,Perth,Semi-Furnished,Bachelors/Family,2,Contact Owner,389/,916,Olson Rotary,Pass,Dr.,Patricia,Rhodes,f,+61 2 7444 6711,rubiojohn@example.org
2022-05-06,1,564.0,455,2 out of 3,Perth,Unfurnished,Bachelors/Family,1,Contact Owner,79/,702,Dunn Gardens,Line,Mrs.,Alyssa,Smith,f,+61.3.0171.2145,stevenvargas@example.org
2022-05-25,3,606.0,1473,23 out of 23,Perth,Furnished,Bachelors/Family,2,Contact Owner,90/,05,Stephen Roads,Follow,Dr.,Priscilla,Moore,f,02.3695.6253,laurennewton@example.com
2022-06-25,1,560.0,400,Ground out of 1,Perth,Unfurnished,Bachelors/Family,1,Contact Owner,043/,960,Kathryn Common,Ramp,Mr.,Clinton,Powell,m,+61.2.2449.0683,cpotter@example.net
2022-06-22,1,568.0,500,2 out of 5,Perth,Furnished,Bachelors/Family,1,Contact Owner,Unit 12 ,99,Stone Ridgeway,Roadside,Dr.,Stacey,Hansen,f,0438-091-630,dcalderon@example.com
2022-05-06,2,568.0,200,Ground out of 2,Perth,Unfurnished,Bachelors/Family,1,Contact Owner,Level 3 ,91,Shawn Tollway,Circus,Mr.,Adrian,White,m,+61273444657,jennifer59@example.net
2022-05-12,2,568.0,1200,Ground out of 1,Perth,Unfurnished,Bachelors/Family,2,Contact Owner,Apt. 505 ,8,Steven Distributor,Court,Mr.,Robert,Weeks,m,07-4368-4530,istevens@example.org
2022-05-01,1,567.0,500,3 out of 3,Perth,Unfurnished,Bachelors/Family,3,Contact Owner,Level 1 ,604,Sherman Walkway,Elbow,,Joseph,Reid,u,+61 407 397 222,mestes@example.org
2022-06-02,2,578.0,242,Ground out of 4,Perth,Unfurnished,Bachelors/Family,2,Contact Owner,Apt. 178 ,96,Ewing Flat,Path,Mr.,Daniel,Barnes,m,+61 7 8042 2886,pughlisa@example.net
2022-06-10,3,618.0,1800,19 out of 30,Perth,Unfurnished,Bachelors,3,Contact Agent,Suite 875 ,91,Jones Brace,Line,Mrs.,Holly,Peters,f,0456-7630,wkennedy@example.com
2022-05-13,1,567.0,450,1 out of 3,Perth,Semi-Furnished,Bachelors/Family,1,Contact Owner,Suite 977 ,96,David Crossway,Alleyway,Mr.,Andres,Jennings,m,+61.2.1911.4850,owarner@example.net
2022-05-06,2,722.0,130,1 out of 1,Perth,Unfurnished,Bachelors/Family,2,Contact Owner,Suite 159 ,062,Rodriguez Little,Expressway,Mrs.,Wendy,Drake,f,+61245334978,eric90@example.org
2022-06-02,2,565.0,690,2 out of 4,Perth,Unfurnished,Bachelors/Family,2,Contact Owner,Unit 21 ,59,Sanchez Ronde,Walk,Dr.,Melissa,Logan,f,07.3731.8753,fvelasquez@example.org
2022-05-06,2,572.0,1000,2 out of 4,Perth,Furnished,Bachelors/Family,2,Contact Owner,28/,77,Teresa Court,Break,,Breanna,Hansen,u,+61 455 266 360,kkane@example.org
2022-05-06,3,578.0,1500,Ground out of 4,Perth,Semi-Furnished,Bachelors/Family,2,Contact Owner,Level 6 ,22,Nguyen Highroad,Common,,Beth,Gray,u,+61775671833,johnsonjessica@example.net
2022-05-29,3,578.0,1150,Ground out of 6,Perth,Semi-Furnished,Bachelors/Family,3,Contact Owner,Flat 53 ,897,Henry Round,Cul-de-sac,,Joseph,Nichols,u,0469-361-653,marciafields@example.com
2022-05-29,3,596.0,1783,1 out of 5,Perth,Semi-Furnished,Bachelors/Family,2,Contact Owner,Unit 20 ,9,Scott Deviation,Rotary,Mrs.,Heather,Jensen,f,07-4725-0383,greenrandy@example.com
2022-05-25,2,574.0,900,1 out of 3,Perth,Unfurnished,Bachelors/Family,2,Contact Owner,014/,689,Thomas Mew,Parklands,,Azad,Bahri,u,0494.978.887,michellekent@example.net
2022-05-25,1,563.0,680,Ground out of 3,Perth,Unfurnished,Bachelors/Family,1,Contact Owner,Apt. 926 ,66,Lisa Stairs,Junction,,Steven,Arnold,u,+61 7 1221 7900,jmurphy@example.com
2022-06-06,1,567.0,550,2 out of 3,Perth,Semi-Furnished,Bachelors/Family,1,Contact Owner,891/,823,Kathy Dale,Viaduct,Mr.,Tony,Wong,m,(07)80415966,irobinson@example.com
2022-05-25,2,567.0,1290,1 out of 2,Perth,Semi-Furnished,Bachelors/Family,2,Contact Owner,Level 5 ,698,Moreno Vale,Boulevard,,Heather,Mason,u,60102882,anthonyruiz@example.net
2022-05-10,2,571.0,1450,Ground out of 2,Perth,Semi-Furnished,Bachelors/Family,2,Contact Owner,63/,1,Stephens Ronde,Upper,,Jessica,Smith,u,+61.2.0086.1910,jerry81@example.com
2022-05-06,2,587.0,1300,3 out of 3,Perth,Semi-Furnished,Bachelors/Family,2,Contact Owner,Apt. 982 ,59,Waters Towers,Port,,Erin,Baker,u,+61218762720,aphillips@example.com
2022-05-12,2,574.0,1450,2 out of 4,Perth,Semi-Furnished,Bachelors/Family,2,Contact Owner,Level 9 ,2,Shawn Trunkway,Plateau,Dr.,Travis,Patton,m,5862-5713,idillon@example.org
